student_name,student_id,age,study_hours,attendance,assignment_delay,stress,gpa,internet,part_time_job,family_problems,scholarship,department,semester
Student 8977,STU8977,21,4,84,1,5,1,Yes,No,Yes,Yes,Computer Science,Semester 1
Student 8978,STU8978,20,1,88,1,3,3,Yes,No,No,No,Software Engineering,Semester 4
Student 8979,STU8979,22,6,61,4,4,2,Yes,Yes,No,No,Engineering,Semester 4
Student 8980,STU8980,20,3,90,0,2,2,Yes,Yes,No,No,Data Science,Semester 4
Student 8981,STU8981,20,3,69,2,9,0,Yes,No,No,No,Computer Science,Semester 4
Student 8982,STU8982,24,4,65,4,8,3,Yes,No,Yes,No,Computer Science,Semester 1
Student 8983,STU8983,20,5,79,3,4,2,Yes,Yes,Yes,Yes,Business,Semester 1
Student 8984,STU8984,22,1,73,1,5,0,Yes,No,Yes,Yes,Computer Science,Semester 3
Student 8985,STU8985,20,3,85,0,3,3,Yes,No,No,Yes,Engineering,Semester 1
Student 8986,STU8986,24,5,84,1,7,0,Yes,No,No,No,Software Engineering,Semester 2
Student 8987,STU8987,19,5,84,1,6,2,Yes,No,No,Yes,Software Engineering,Semester 4
Student 8988,STU8988,19,2,91,2,3,3,No,Yes,No,Yes,Data Science,Semester 1
Student 8989,STU8989,24,5,79,1,3,2,Yes,No,Yes,No,Data Science,Semester 2
Student 8990,STU8990,20,4,84,3,5,2,Yes,Yes,Yes,Yes,Engineering,Semester 3
Student 8991,STU8991,24,2,68,2,8,0,Yes,No,No,Yes,Software Engineering,Semester 2
Student 8992,STU8992,23,3,89,0,4,3,Yes,Yes,No,No,Data Science,Semester 3
Student 8993,STU8993,20,1,78,0,7,1,Yes,No,Yes,No,Data Science,Semester 4
Student 8994,STU8994,17,5,79,1,6,1,Yes,No,Yes,No,Business,Semester 3
Student 8995,STU8995,21,6,79,2,4,4,Yes,No,No,No,Business,Semester 3
Student 8996,STU8996,21,3,81,4,4,4,Yes,Yes,No,Yes,Engineering,Semester 2
Student 8997,STU8997,23,3,79,0,6,3,Yes,Yes,Yes,No,Engineering,Semester 4
Student 8998,STU8998,24,4,64,1,7,1,No,Yes,No,No,Engineering,Semester 2
Student 8999,STU8999,19,3,91,2,7,2,Yes,No,Yes,Yes,Engineering,Semester 4
Student 9000,STU9000,22,1,76,0,5,1,No,No,No,No,Software Engineering,Semester 2
Student 9001,STU9001,22,5,79,1,6,1,No,No,Yes,Yes,Computer Science,Semester 1
Student 9002,STU9002,23,4,65,1,5,1,Yes,Yes,Yes,Yes,Engineering,Semester 2
Student 9003,STU9003,22,4,86,5,9,2,Yes,Yes,No,No,Business,Semester 3
Student 9004,STU9004,17,5,78,1,5,1,Yes,Yes,Yes,Yes,Computer Science,Semester 2
Student 9005,STU9005,20,3,90,1,2,2,Yes,No,No,Yes,Computer Science,Semester 3
Student 9006,STU9006,18,4,97,0,5,2,Yes,No,No,Yes,Software Engineering,Semester 2
Student 9007,STU9007,20,3,95,1,5,2,Yes,No,No,Yes,Data Science,Semester 2
Student 9008,STU9008,23,2,84,1,3,0,Yes,No,No,No,Computer Science,Semester 3
Student 9009,STU9009,21,2,77,1,5,0,Yes,Yes,No,No,Software Engineering,Semester 4
Student 9010,STU9010,23,4,77,3,3,3,Yes,Yes,Yes,No,Software Engineering,Semester 2
Student 9011,STU9011,21,4,79,4,6,1,Yes,No,No,No,Software Engineering,Semester 1
Student 9012,STU9012,18,5,75,1,6,3,Yes,No,No,No,Engineering,Semester 1
Student 9013,STU9013,17,1,85,1,6,2,Yes,No,Yes,Yes,Data Science,Semester 3
Student 9014,STU9014,21,4,80,1,7,1,Yes,Yes,No,Yes,Engineering,Semester 3
Student 9015,STU9015,20,6,81,4,6,2,Yes,Yes,No,Yes,Business,Semester 3
Student 9016,STU9016,18,4,79,6,6,2,Yes,Yes,Yes,No,Data Science,Semester 1
Student 9017,STU9017,17,5,85,1,7,2,Yes,Yes,No,No,Engineering,Semester 3
Student 9018,STU9018,19,7,84,2,4,2,Yes,Yes,No,No,Data Science,Semester 3
Student 9019,STU9019,20,5,79,2,5,3,Yes,No,Yes,No,Business,Semester 4
Student 9020,STU9020,22,2,80,1,4,2,Yes,Yes,Yes,No,Engineering,Semester 1
Student 9021,STU9021,21,3,80,1,4,3,Yes,Yes,No,Yes,Data Science,Semester 4
Student 9022,STU9022,24,4,87,0,5,3,No,No,No,No,Business,Semester 4
Student 9023,STU9023,18,3,75,3,7,1,Yes,No,Yes,No,Software Engineering,Semester 3
Student 9024,STU9024,22,5,78,3,6,2,Yes,No,No,No,Data Science,Semester 4
Student 9025,STU9025,21,3,66,2,2,3,Yes,Yes,No,Yes,Business,Semester 2
Student 9026,STU9026,22,3,73,2,8,1,Yes,No,Yes,No,Software Engineering,Semester 2
Student 9027,STU9027,20,5,80,1,7,2,Yes,Yes,No,No,Business,Semester 2
Student 9028,STU9028,23,2,78,3,5,0,Yes,No,No,Yes,Computer Science,Semester 4
Student 9029,STU9029,21,4,66,1,3,3,No,Yes,No,No,Business,Semester 2
Student 9030,STU9030,19,3,86,3,3,2,Yes,Yes,No,Yes,Engineering,Semester 1
Student 9031,STU9031,21,5,75,4,8,1,Yes,No,No,Yes,Engineering,Semester 2
Student 9032,STU9032,20,3,69,2,7,1,Yes,No,Yes,No,Engineering,Semester 2
Student 9033,STU9033,22,4,84,3,7,0,Yes,No,No,Yes,Engineering,Semester 4
Student 9034,STU9034,18,3,88,1,5,3,Yes,Yes,No,No,Computer Science,Semester 1
Student 9035,STU9035,20,1,62,1,7,1,Yes,Yes,No,No,Computer Science,Semester 4
Student 9036,STU9036,21,4,87,0,3,3,Yes,No,No,No,Computer Science,Semester 1
Student 9037,STU9037,21,2,80,1,3,3,Yes,No,No,No,Software Engineering,Semester 1
Student 9038,STU9038,24,5,80,2,7,1,Yes,No,Yes,Yes,Data Science,Semester 4
Student 9039,STU9039,22,4,73,2,3,2,Yes,No,No,No,Engineering,Semester 2
Student 9040,STU9040,21,4,80,0,5,3,Yes,Yes,No,No,Data Science,Semester 3
Student 9041,STU9041,21,3,81,3,2,3,Yes,No,No,No,Engineering,Semester 3
Student 9042,STU9042,21,3,100,3,1,3,Yes,Yes,No,No,Engineering,Semester 2
Student 9043,STU9043,21,0,86,1,3,0,No,Yes,No,No,Engineering,Semester 3
Student 9044,STU9044,17,4,82,2,4,2,Yes,No,No,No,Computer Science,Semester 3
Student 9045,STU9045,20,2,91,4,3,3,Yes,No,Yes,No,Software Engineering,Semester 1
Student 9046,STU9046,17,4,89,1,6,4,Yes,Yes,Yes,No,Engineering,Semester 4
Student 9047,STU9047,23,2,70,1,7,1,Yes,Yes,No,No,Engineering,Semester 4
Student 9048,STU9048,20,4,87,3,6,4,Yes,No,Yes,Yes,Engineering,Semester 2
Student 9049,STU9049,20,4,82,2,3,2,No,No,No,No,Business,Semester 2
Student 9050,STU9050,23,4,76,5,5,2,Yes,Yes,Yes,No,Engineering,Semester 4
Student 9051,STU9051,21,5,73,0,3,2,Yes,Yes,Yes,No,Computer Science,Semester 3
Student 9052,STU9052,18,3,80,0,8,1,Yes,Yes,Yes,Yes,Computer Science,Semester 2
Student 9053,STU9053,20,2,81,2,5,1,Yes,No,No,No,Data Science,Semester 1
Student 9054,STU9054,20,5,91,0,4,4,Yes,No,No,No,Computer Science,Semester 4
Student 9055,STU9055,17,4,49,0,5,2,Yes,No,No,Yes,Data Science,Semester 3
Student 9056,STU9056,19,3,71,1,5,0,No,No,Yes,No,Software Engineering,Semester 1
Student 9057,STU9057,20,5,83,0,6,1,No,No,No,No,Business,Semester 4
Student 9058,STU9058,20,4,80,0,2,3,Yes,Yes,Yes,No,Computer Science,Semester 4
Student 9059,STU9059,17,4,82,0,4,3,Yes,Yes,No,Yes,Engineering,Semester 3
Student 9060,STU9060,23,3,78,4,6,1,Yes,No,No,No,Software Engineering,Semester 2
Student 9061,STU9061,20,3,84,4,6,1,No,No,No,Yes,Engineering,Semester 1
Student 9062,STU9062,21,3,69,2,10,1,No,No,Yes,No,Data Science,Semester 1
Student 9063,STU9063,21,0,98,2,8,0,Yes,No,No,Yes,Data Science,Semester 1
Student 9064,STU9064,19,4,85,2,4,3,Yes,No,Yes,No,Business,Semester 4
Student 9065,STU9065,22,4,85,0,8,2,Yes,Yes,No,Yes,Software Engineering,Semester 3
Student 9066,STU9066,20,2,73,1,6,2,Yes,Yes,No,No,Data Science,Semester 3
Student 9067,STU9067,19,4,77,0,8,2,Yes,Yes,No,No,Engineering,Semester 4
Student 9068,STU9068,22,0,86,2,6,0,Yes,Yes,No,No,Computer Science,Semester 1
Student 9069,STU9069,24,6,79,1,8,2,Yes,No,No,Yes,Computer Science,Semester 1
Student 9070,STU9070,22,3,84,6,7,0,Yes,Yes,No,Yes,Software Engineering,Semester 3
Student 9071,STU9071,23,3,75,1,6,1,No,Yes,No,No,Software Engineering,Semester 2
Student 9072,STU9072,19,4,71,1,4,2,Yes,No,No,Yes,Data Science,Semester 4
Student 9073,STU9073,17,4,90,1,4,2,Yes,Yes,No,Yes,Computer Science,Semester 2
Student 9074,STU9074,24,2,74,3,3,2,Yes,No,Yes,No,Business,Semester 1
Student 9075,STU9075,25,4,89,1,5,0,Yes,No,No,No,Business,Semester 4
Student 9076,STU9076,24,4,75,3,7,0,Yes,No,No,Yes,Business,Semester 4
Student 9077,STU9077,20,2,80,1,6,1,Yes,No,Yes,No,Business,Semester 2
Student 9078,STU9078,18,5,78,3,4,1,Yes,Yes,No,No,Data Science,Semester 4
Student 9079,STU9079,18,2,80,2,7,1,Yes,Yes,No,Yes,Engineering,Semester 3
Student 9080,STU9080,17,4,88,2,3,4,Yes,No,No,No,Business,Semester 2
Student 9081,STU9081,20,2,95,3,6,3,Yes,No,No,Yes,Data Science,Semester 3
Student 9082,STU9082,24,3,80,0,8,0,Yes,No,No,Yes,Business,Semester 1
Student 9083,STU9083,20,1,83,1,3,2,Yes,Yes,No,Yes,Business,Semester 2
Student 9084,STU9084,21,5,79,1,5,2,Yes,No,No,Yes,Engineering,Semester 4
Student 9085,STU9085,24,5,82,1,4,2,Yes,No,Yes,No,Business,Semester 2
Student 9086,STU9086,20,6,76,0,8,2,Yes,No,Yes,Yes,Data Science,Semester 3
Student 9087,STU9087,25,3,73,2,9,0,Yes,Yes,No,No,Data Science,Semester 3
Student 9088,STU9088,25,3,84,1,6,2,No,No,Yes,No,Computer Science,Semester 1
Student 9089,STU9089,20,5,83,2,7,1,Yes,No,No,No,Software Engineering,Semester 4
Student 9090,STU9090,19,4,91,0,8,3,Yes,No,No,No,Business,Semester 4
Student 9091,STU9091,22,3,82,0,6,3,Yes,Yes,No,No,Business,Semester 1
Student 9092,STU9092,20,3,81,3,4,1,Yes,No,No,Yes,Data Science,Semester 3
Student 9093,STU9093,18,4,86,2,4,2,Yes,Yes,No,No,Business,Semester 4
Student 9094,STU9094,23,5,89,2,4,2,Yes,Yes,No,No,Data Science,Semester 4
Student 9095,STU9095,23,2,80,1,2,1,Yes,No,Yes,Yes,Computer Science,Semester 3
Student 9096,STU9096,21,5,61,2,7,1,No,Yes,Yes,No,Business,Semester 1
Student 9097,STU9097,18,3,73,0,3,2,Yes,No,No,No,Computer Science,Semester 3
Student 9098,STU9098,18,5,90,5,7,3,Yes,No,No,Yes,Computer Science,Semester 4
Student 9099,STU9099,21,3,95,3,4,0,No,Yes,Yes,No,Software Engineering,Semester 2
Student 9100,STU9100,19,5,92,1,5,2,Yes,No,No,Yes,Data Science,Semester 1
Student 9101,STU9101,20,4,78,0,5,0,Yes,No,No,Yes,Computer Science,Semester 2
Student 9102,STU9102,23,4,79,0,8,4,Yes,Yes,No,No,Data Science,Semester 3
Student 9103,STU9103,22,4,87,3,7,2,Yes,No,No,No,Software Engineering,Semester 1
Student 9104,STU9104,24,1,86,1,5,1,Yes,Yes,No,Yes,Data Science,Semester 1
Student 9105,STU9105,18,6,62,0,5,1,Yes,No,No,No,Software Engineering,Semester 1
Student 9106,STU9106,20,2,82,3,3,0,Yes,Yes,No,No,Business,Semester 3
Student 9107,STU9107,22,5,81,0,6,2,Yes,No,No,No,Software Engineering,Semester 1
Student 9108,STU9108,22,3,72,0,5,1,Yes,Yes,No,Yes,Software Engineering,Semester 1
Student 9109,STU9109,24,5,77,3,3,3,Yes,No,No,No,Software Engineering,Semester 4
Student 9110,STU9110,21,4,84,4,6,1,Yes,No,Yes,No,Engineering,Semester 1
Student 9111,STU9111,25,3,80,2,8,1,No,No,No,No,Computer Science,Semester 4
Student 9112,STU9112,22,2,89,2,5,3,Yes,No,No,No,Data Science,Semester 1
Student 9113,STU9113,23,3,96,1,4,3,Yes,No,Yes,No,Data Science,Semester 3
Student 9114,STU9114,20,3,89,3,4,2,Yes,No,Yes,Yes,Engineering,Semester 1
Student 9115,STU9115,21,4,85,1,6,0,Yes,No,Yes,No,Business,Semester 1
Student 9116,STU9116,23,4,80,0,3,2,Yes,No,Yes,Yes,Computer Science,Semester 3
Student 9117,STU9117,24,2,88,2,5,2,Yes,Yes,No,Yes,Computer Science,Semester 1
Student 9118,STU9118,22,2,77,3,4,1,No,Yes,Yes,Yes,Computer Science,Semester 2
Student 9119,STU9119,20,3,77,1,6,2,No,No,Yes,No,Computer Science,Semester 1
Student 9120,STU9120,24,3,72,4,6,3,No,No,No,Yes,Engineering,Semester 1
Student 9121,STU9121,17,3,69,4,3,2,No,Yes,No,Yes,Data Science,Semester 4
Student 9122,STU9122,17,4,92,2,6,1,Yes,Yes,Yes,Yes,Business,Semester 4
Student 9123,STU9123,22,3,84,3,6,2,Yes,Yes,Yes,Yes,Business,Semester 2
Student 9124,STU9124,21,4,71,2,5,3,No,No,No,No,Business,Semester 3
Student 9125,STU9125,22,4,81,3,4,3,Yes,No,No,No,Engineering,Semester 1
Student 9126,STU9126,21,4,97,2,4,2,No,No,No,Yes,Engineering,Semester 4
Student 9127,STU9127,22,3,96,6,5,2,Yes,No,Yes,Yes,Software Engineering,Semester 2
Student 9128,STU9128,19,5,81,1,3,1,Yes,No,Yes,No,Engineering,Semester 3
Student 9129,STU9129,22,4,81,4,4,2,Yes,No,Yes,No,Computer Science,Semester 4
Student 9130,STU9130,23,5,80,3,5,2,No,Yes,Yes,No,Data Science,Semester 3
Student 9131,STU9131,23,5,73,1,4,4,Yes,Yes,No,Yes,Business,Semester 2
Student 9132,STU9132,25,3,78,0,7,2,Yes,No,No,No,Engineering,Semester 3
Student 9133,STU9133,21,3,79,3,5,1,Yes,No,No,No,Data Science,Semester 3
Student 9134,STU9134,21,4,64,6,4,3,Yes,No,No,No,Computer Science,Semester 2
Student 9135,STU9135,17,3,63,0,6,3,Yes,Yes,No,Yes,Engineering,Semester 3
Student 9136,STU9136,19,3,81,3,4,1,Yes,No,No,Yes,Engineering,Semester 2
Student 9137,STU9137,20,2,88,1,4,3,Yes,Yes,No,No,Data Science,Semester 3
Student 9138,STU9138,23,6,75,1,4,3,Yes,Yes,Yes,Yes,Computer Science,Semester 4
Student 9139,STU9139,19,2,96,0,1,2,Yes,No,No,Yes,Engineering,Semester 4
Student 9140,STU9140,22,1,79,1,2,1,Yes,No,No,No,Data Science,Semester 4
Student 9141,STU9141,21,4,75,4,3,3,Yes,No,No,No,Computer Science,Semester 4
Student 9142,STU9142,20,3,70,1,3,2,Yes,No,No,No,Engineering,Semester 2
Student 9143,STU9143,21,3,82,0,6,0,No,No,No,No,Engineering,Semester 3
Student 9144,STU9144,20,2,65,3,7,0,Yes,No,No,No,Business,Semester 2
Student 9145,STU9145,20,4,76,0,6,1,Yes,Yes,No,No,Software Engineering,Semester 1
Student 9146,STU9146,17,4,82,3,2,3,Yes,Yes,No,No,Computer Science,Semester 3
Student 9147,STU9147,20,5,70,1,3,3,Yes,Yes,Yes,No,Data Science,Semester 2
Student 9148,STU9148,19,4,77,4,6,2,Yes,No,No,No,Business,Semester 3
Student 9149,STU9149,19,3,82,0,5,3,Yes,Yes,No,Yes,Engineering,Semester 3
Student 9150,STU9150,21,4,57,1,5,1,Yes,No,No,No,Data Science,Semester 1
Student 9151,STU9151,22,2,87,2,4,3,Yes,No,No,Yes,Business,Semester 4
Student 9152,STU9152,21,2,89,3,3,2,Yes,No,No,No,Business,Semester 3
Student 9153,STU9153,23,2,73,4,8,2,Yes,Yes,No,Yes,Software Engineering,Semester 3
Student 9154,STU9154,22,5,80,4,6,1,Yes,Yes,No,No,Business,Semester 1
Student 9155,STU9155,20,5,81,0,5,1,Yes,No,Yes,Yes,Computer Science,Semester 2
Student 9156,STU9156,20,4,84,3,5,1,Yes,Yes,No,No,Software Engineering,Semester 4
Student 9157,STU9157,21,5,79,4,5,2,No,Yes,Yes,Yes,Software Engineering,Semester 2
Student 9158,STU9158,22,4,76,2,5,0,Yes,Yes,No,No,Engineering,Semester 2
Student 9159,STU9159,24,3,73,1,8,1,Yes,Yes,Yes,No,Engineering,Semester 2
Student 9160,STU9160,23,4,88,2,8,1,Yes,Yes,No,Yes,Computer Science,Semester 4
Student 9161,STU9161,19,1,77,1,8,1,No,No,No,Yes,Data Science,Semester 2
Student 9162,STU9162,20,1,75,1,6,0,Yes,No,No,No,Computer Science,Semester 2
Student 9163,STU9163,22,4,90,1,4,4,Yes,No,No,No,Software Engineering,Semester 4
Student 9164,STU9164,23,5,83,4,3,4,Yes,Yes,No,Yes,Engineering,Semester 4
Student 9165,STU9165,23,5,73,2,3,1,No,No,Yes,Yes,Computer Science,Semester 1
Student 9166,STU9166,20,2,80,4,7,1,Yes,No,No,No,Engineering,Semester 2
Student 9167,STU9167,18,5,74,3,3,2,No,Yes,Yes,Yes,Computer Science,Semester 1
Student 9168,STU9168,18,4,72,1,5,2,Yes,No,No,No,Computer Science,Semester 3
Student 9169,STU9169,21,4,77,2,3,2,Yes,Yes,No,No,Business,Semester 1
Student 9170,STU9170,21,3,80,0,5,1,Yes,No,No,Yes,Computer Science,Semester 1
Student 9171,STU9171,18,3,77,3,3,0,Yes,No,No,No,Engineering,Semester 1
Student 9172,STU9172,21,4,86,6,6,2,No,No,No,No,Computer Science,Semester 1
Student 9173,STU9173,22,5,87,1,5,4,Yes,Yes,No,No,Data Science,Semester 2
Student 9174,STU9174,18,3,76,3,4,2,Yes,No,No,No,Business,Semester 3
Student 9175,STU9175,23,4,80,1,3,1,Yes,Yes,Yes,No,Computer Science,Semester 3
Student 9176,STU9176,20,4,78,1,5,1,Yes,No,No,No,Data Science,Semester 4
Student 9177,STU9177,23,3,74,6,5,3,Yes,No,Yes,No,Engineering,Semester 3
Student 9178,STU9178,19,3,83,2,4,0,Yes,Yes,Yes,Yes,Data Science,Semester 1
Student 9179,STU9179,18,4,67,4,4,0,Yes,No,No,Yes,Business,Semester 4
Student 9180,STU9180,20,5,74,0,4,3,Yes,No,Yes,No,Engineering,Semester 1
Student 9181,STU9181,20,2,72,1,1,3,Yes,No,Yes,No,Computer Science,Semester 2
Student 9182,STU9182,20,5,74,1,5,2,Yes,Yes,No,Yes,Computer Science,Semester 2
Student 9183,STU9183,20,3,73,1,2,2,Yes,No,No,No,Data Science,Semester 3
Student 9184,STU9184,21,6,69,0,3,3,Yes,No,Yes,No,Computer Science,Semester 1
Student 9185,STU9185,20,5,79,1,6,1,Yes,No,Yes,Yes,Engineering,Semester 1
Student 9186,STU9186,20,3,79,1,5,2,Yes,No,Yes,Yes,Engineering,Semester 1
Student 9187,STU9187,17,2,81,1,8,1,Yes,No,No,Yes,Computer Science,Semester 4
Student 9188,STU9188,21,4,83,3,5,1,Yes,No,No,No,Data Science,Semester 4
Student 9189,STU9189,20,3,85,0,4,3,No,Yes,No,No,Computer Science,Semester 4
Student 9190,STU9190,24,4,60,3,5,2,Yes,No,Yes,Yes,Software Engineering,Semester 3
Student 9191,STU9191,18,4,82,3,5,0,No,No,No,No,Computer Science,Semester 3
Student 9192,STU9192,17,4,79,3,7,2,Yes,No,No,No,Business,Semester 1
Student 9193,STU9193,22,3,81,5,6,0,No,No,No,No,Computer Science,Semester 1
Student 9194,STU9194,21,2,78,1,8,2,Yes,Yes,No,Yes,Software Engineering,Semester 3
Student 9195,STU9195,18,5,75,1,2,2,Yes,No,No,No,Business,Semester 4
Student 9196,STU9196,17,5,80,3,6,1,Yes,No,Yes,Yes,Data Science,Semester 4
Student 9197,STU9197,24,4,78,0,3,2,Yes,Yes,No,Yes,Business,Semester 4
Student 9198,STU9198,24,5,84,1,6,2,No,Yes,Yes,Yes,Engineering,Semester 4
Student 9199,STU9199,17,4,89,1,5,3,Yes,No,Yes,Yes,Software Engineering,Semester 4
Student 9200,STU9200,20,3,74,1,4,2,Yes,Yes,No,No,Engineering,Semester 3
Student 9201,STU9201,24,4,77,5,7,1,No,Yes,No,No,Engineering,Semester 2
Student 9202,STU9202,20,2,100,2,2,3,Yes,Yes,No,No,Business,Semester 2
Student 9203,STU9203,19,4,67,0,5,1,Yes,No,Yes,Yes,Business,Semester 2
Student 9204,STU9204,20,4,69,4,6,2,Yes,Yes,No,No,Engineering,Semester 1
Student 9205,STU9205,18,4,90,0,5,2,No,No,Yes,No,Data Science,Semester 1
Student 9206,STU9206,17,4,97,1,5,4,Yes,No,No,Yes,Computer Science,Semester 4
Student 9207,STU9207,23,4,93,0,4,2,Yes,No,Yes,Yes,Computer Science,Semester 1
Student 9208,STU9208,17,1,84,3,6,1,Yes,No,No,No,Software Engineering,Semester 3
Student 9209,STU9209,21,2,78,2,3,3,Yes,No,Yes,Yes,Business,Semester 2
Student 9210,STU9210,23,4,79,5,1,3,Yes,No,Yes,No,Computer Science,Semester 3
Student 9211,STU9211,17,4,85,2,5,3,No,Yes,No,No,Data Science,Semester 3
Student 9212,STU9212,19,3,89,2,4,3,No,No,No,Yes,Software Engineering,Semester 3
Student 9213,STU9213,23,6,86,0,3,3,Yes,No,No,No,Business,Semester 4
Student 9214,STU9214,22,3,65,2,2,2,Yes,Yes,No,Yes,Computer Science,Semester 4
Student 9215,STU9215,19,5,72,0,7,2,Yes,No,No,Yes,Engineering,Semester 4
Student 9216,STU9216,23,1,84,2,8,2,Yes,Yes,Yes,Yes,Data Science,Semester 1
Student 9217,STU9217,23,2,70,1,5,1,Yes,No,No,No,Data Science,Semester 4
Student 9218,STU9218,21,4,66,2,5,1,No,No,No,Yes,Business,Semester 1
Student 9219,STU9219,19,3,89,4,6,2,Yes,No,Yes,No,Data Science,Semester 3
Student 9220,STU9220,20,5,84,5,6,3,Yes,Yes,Yes,Yes,Business,Semester 2
Student 9221,STU9221,21,4,94,1,4,3,Yes,Yes,Yes,Yes,Data Science,Semester 4
Student 9222,STU9222,20,5,89,2,7,1,Yes,No,No,Yes,Computer Science,Semester 1
Student 9223,STU9223,23,3,77,6,7,1,Yes,No,Yes,No,Business,Semester 1
Student 9224,STU9224,17,2,84,1,6,2,Yes,No,Yes,No,Data Science,Semester 4
Student 9225,STU9225,17,3,75,0,8,1,No,Yes,No,No,Computer Science,Semester 4
Student 9226,STU9226,21,3,69,1,6,3,No,Yes,No,Yes,Computer Science,Semester 3
Student 9227,STU9227,19,3,91,3,4,3,Yes,No,No,Yes,Computer Science,Semester 1
Student 9228,STU9228,19,2,80,4,5,2,No,No,No,No,Business,Semester 2
Student 9229,STU9229,17,2,92,3,7,1,Yes,Yes,Yes,Yes,Business,Semester 3
Student 9230,STU9230,21,5,82,2,3,2,Yes,No,No,Yes,Data Science,Semester 1
Student 9231,STU9231,20,2,84,0,5,3,Yes,No,Yes,Yes,Engineering,Semester 3
Student 9232,STU9232,22,3,86,0,2,2,Yes,Yes,No,No,Engineering,Semester 3
Student 9233,STU9233,21,4,80,3,9,0,No,Yes,No,No,Software Engineering,Semester 4
Student 9234,STU9234,20,4,80,1,6,3,Yes,No,No,Yes,Engineering,Semester 2
Student 9235,STU9235,23,3,83,2,6,2,Yes,No,No,No,Engineering,Semester 2
Student 9236,STU9236,18,2,92,3,2,3,Yes,No,Yes,No,Data Science,Semester 1
Student 9237,STU9237,22,2,86,5,7,2,Yes,No,No,Yes,Business,Semester 3
Student 9238,STU9238,17,3,82,1,6,1,Yes,Yes,No,Yes,Engineering,Semester 4
Student 9239,STU9239,19,4,63,2,5,1,Yes,No,No,No,Software Engineering,Semester 1
Student 9240,STU9240,18,2,81,0,6,0,Yes,No,Yes,No,Data Science,Semester 1
Student 9241,STU9241,22,4,75,3,3,3,Yes,No,No,Yes,Computer Science,Semester 1
Student 9242,STU9242,20,2,74,4,5,2,Yes,Yes,Yes,No,Computer Science,Semester 2
Student 9243,STU9243,21,6,80,0,6,3,Yes,No,No,No,Software Engineering,Semester 3
Student 9244,STU9244,18,1,82,0,5,0,Yes,No,No,No,Business,Semester 3
Student 9245,STU9245,20,4,87,1,2,2,Yes,No,Yes,Yes,Computer Science,Semester 4
Student 9246,STU9246,19,4,73,0,6,2,No,No,No,Yes,Business,Semester 2
Student 9247,STU9247,21,3,82,3,7,2,Yes,No,No,No,Engineering,Semester 2
Student 9248,STU9248,18,4,85,2,5,2,Yes,Yes,No,No,Engineering,Semester 1
Student 9249,STU9249,23,3,74,1,6,1,Yes,No,Yes,Yes,Engineering,Semester 4
Student 9250,STU9250,17,3,78,2,6,0,Yes,No,No,No,Computer Science,Semester 1
Student 9251,STU9251,19,2,88,2,1,2,Yes,No,No,No,Computer Science,Semester 4
Student 9252,STU9252,24,5,81,3,7,3,Yes,No,No,No,Business,Semester 4
Student 9253,STU9253,20,3,65,4,4,1,Yes,Yes,Yes,Yes,Business,Semester 2
Student 9254,STU9254,18,3,88,1,4,2,Yes,No,Yes,No,Software Engineering,Semester 2
Student 9255,STU9255,21,5,82,0,4,3,Yes,Yes,No,No,Engineering,Semester 3
Student 9256,STU9256,20,1,69,1,7,0,Yes,No,No,Yes,Data Science,Semester 3
Student 9257,STU9257,19,6,75,3,8,2,Yes,No,Yes,Yes,Data Science,Semester 3
Student 9258,STU9258,18,3,81,0,6,3,Yes,Yes,No,Yes,Engineering,Semester 2
Student 9259,STU9259,27,5,84,1,4,3,Yes,Yes,Yes,No,Software Engineering,Semester 1
Student 9260,STU9260,20,4,90,3,10,3,Yes,Yes,No,Yes,Business,Semester 4
Student 9261,STU9261,17,1,74,2,5,0,Yes,No,No,No,Computer Science,Semester 4
Student 9262,STU9262,24,4,78,2,4,2,Yes,No,Yes,No,Software Engineering,Semester 3
Student 9263,STU9263,22,2,89,1,7,2,Yes,Yes,Yes,No,Software Engineering,Semester 4
Student 9264,STU9264,19,3,90,4,5,2,Yes,Yes,Yes,No,Engineering,Semester 4
Student 9265,STU9265,18,6,79,2,9,0,Yes,No,Yes,No,Business,Semester 2
Student 9266,STU9266,22,3,77,1,4,2,Yes,No,Yes,Yes,Data Science,Semester 2
Student 9267,STU9267,20,5,86,4,5,1,Yes,Yes,No,No,Data Science,Semester 4
Student 9268,STU9268,17,2,65,0,8,0,Yes,No,Yes,Yes,Data Science,Semester 1
Student 9269,STU9269,24,5,81,1,6,3,Yes,No,No,Yes,Software Engineering,Semester 3
Student 9270,STU9270,20,3,81,2,5,0,Yes,No,No,Yes,Computer Science,Semester 4
Student 9271,STU9271,24,4,78,2,3,3,Yes,No,No,No,Business,Semester 4
Student 9272,STU9272,23,3,85,3,3,1,Yes,No,No,Yes,Computer Science,Semester 3
Student 9273,STU9273,18,4,90,1,3,2,Yes,Yes,Yes,No,Data Science,Semester 2
Student 9274,STU9274,23,2,74,1,7,2,Yes,Yes,No,No,Computer Science,Semester 3
Student 9275,STU9275,19,3,76,3,6,1,Yes,No,Yes,Yes,Software Engineering,Semester 1
Student 9276,STU9276,17,4,87,1,5,4,Yes,No,No,No,Engineering,Semester 4
Student 9277,STU9277,20,2,70,5,3,3,Yes,No,Yes,No,Computer Science,Semester 4
Student 9278,STU9278,21,4,77,2,5,2,Yes,No,No,Yes,Computer Science,Semester 4
